cat-espenak-meeus-2006-canon	primary	Espenak F., Meeus J. (2006) Five Millennium Canon of Solar Eclipses: -1999 to +3000, NASA/TP-2006-214141	https://eclipse.gsfc.nasa.gov/5MCSE/5MCSE-Text11.pdf	Read in full as PDF text (2,625 lines). Sections 1.3 to 1.6 give ephemerides, secular acceleration, k values and the map-accuracy statement with the reference-gore example for -1996 Oct 04. Note the Text10 link on the NASA publication page returns 404, Text11 is the live file.
cat-espenak-meeus-2009-catalog	primary	Espenak F., Meeus J. (2009) Five Millennium Catalog of Solar Eclipses: -1999 to +3000 (Revised), NASA/TP-2009-214174	https://eclipse.gsfc.nasa.gov/5MCSE/TP2009-214174.pdf	Read in full as PDF text (20,579 lines). The main method source: column definitions (1.2), VSOP87D and truncated ELP-2000/82 (1.3), n-dot -25.858 and correction c (1.4), k = 0.2724880 and 0.272281 (1.5), Delta T polynomials (2.7), uncertainty (2.8), statistics (3), Saros and Inex (5).
cat-nasa-5mkse-ascii	primary	NASA GSFC, Five Millennium Catalog of Solar Eclipses, ASCII table 5MKSEcatalog.txt (2008 Oct 07)	https://eclipse.gsfc.nasa.gov/5MCSE/5MKSEcatalog.txt	Downloaded (1.38 MB, 11,908 lines) and parsed: all 11,898 rows, type counts 4200/3956/3173/569, type-code tallies, per-century counts, gamma ranges per class, and the Kluepfel Saros formula and the Meeus chapter 54 method were verified against it.
cat-nasa-besselian-csv	primary	NASA GSFC, Besselian elements for all 11,898 eclipses of the Five Millennium Canon, CSV export	https://eclipse.gsfc.nasa.gov/eclipse_besselian_from_mysqldump2.csv	Downloaded (5.95 MB, 11,899 lines). Header read: catalog columns plus t0, cubic x and y, quadratic d, mu, l1, l2, tan f1, tan f2, tmin -3 to tmax +3 h, and six undocumented trailing columns PNS, UNS, NCN, nSer, nSeq, nJLE.
cat-nasa-secatalog	primary	NASA GSFC, Five Millennium Catalog of Solar Eclipses, web index and statistics page	https://eclipse.gsfc.nasa.gov/SEcat5/SEcatalog.html	Read live 2026-09-15. Gives the ephemeris statement, the Delta T regimes, type statistics with percentages, central versus non-central counts and eclipses-per-year distribution.
cat-nasa-secatkey	primary	NASA GSFC, Key to Catalog of Solar Eclipses	https://eclipse.gsfc.nasa.gov/SEcat5/SEcatkey.html	Read live 2026-09-15. Column definitions and the two-character eclipse type codes m, n, s, +, -, 2, 3, b, e.
cat-nasa-catalog-index	primary	NASA GSFC, Five Millennium Catalog of Solar Eclipses, century table index	https://eclipse.gsfc.nasa.gov/SEcat5/catalog.html	Read live 2026-09-15. Lists the 50 century tables from -1999 to +3000 and the credit line for reproduction.
cat-nasa-beselm	primary	NASA GSFC, Besselian Elements of Solar Eclipses, explanatory page	https://eclipse.gsfc.nasa.gov/SEcat5/beselm.html	Read live 2026-09-15. Defines the eight elements and links the CSV; gives no formulas for circumstances.
cat-nasa-sedata-2024	primary	NASA GSFC, Besselian Elements for the Total Solar Eclipse of 2024 April 08	https://eclipse.gsfc.nasa.gov/SEsearch/SEdata.php?Ecl=20240408	Read live 2026-09-15. Example of the per-eclipse polynomial element format with t0, coefficients, tan f1, tan f2, gamma, magnitude, Saros, Delta T and the VSOP87/ELP2000-82 statement.
cat-nasa-sesaros	primary	NASA GSFC, Eclipses and the Saros	https://eclipse.gsfc.nasa.gov/SEsaros/SEsaros.html	Read live 2026-09-15. Saros and Inex lengths, month values, series lifetimes, van den Bergh's matrix.
cat-nasa-seperiodicity	primary	NASA GSFC, Periodicity of Solar Eclipses	https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html	Read live 2026-09-15. Ecliptic limits 15.39 to 18.59 degrees, 34.5-day eclipse season, 173.3-day node interval, t = a i + b s relation, 39 active series in 2008, 204 series in the catalog.
cat-nasa-saroscat	primary	NASA GSFC, Catalog of Solar Eclipse Saros Series 0 to 180	https://eclipse.gsfc.nasa.gov/SEsaros/SEsaroscat.html	Read live 2026-09-15. Per-series counts (69 to 86 eclipses), spans, first eclipse -2955 May 23 for series 0, last 4004 May 02 for series 180.
cat-nasa-sescatkey	primary	NASA GSFC, Key to Catalog of Solar Eclipse Saros Series	https://eclipse.gsfc.nasa.gov/SEsaros/SEScatkey.html	Read live 2026-09-15. Column key for the per-series tables; does not state the odd/even node rule.
cat-nasa-panorama	primary	NASA GSFC, Saros-Inex Panorama (Luca Quaglia and John Tilley)	https://eclipse.gsfc.nasa.gov/SEsaros/SEpanorama.html	Read live 2026-09-15. Excel panorama of 61,775 solar eclipses from -11000 to +15000, 911 Saros columns, computed with Solex.
cat-nasa-deltatpoly	primary	NASA GSFC, Polynomial Expressions for Delta T (2004 model used by the Five Millennium Canon)	https://eclipse.gsfc.nasa.gov/SEhelp/deltatpoly2004.html	Read live 2026-09-15. Twelve polynomials from -1999 to +3000, the -26 arcsec/cy^2 assumption and the correction c = -0.000012932 (y-1955)^2.
cat-nasa-deltat	primary	NASA GSFC, Delta T explanatory page	https://eclipse.gsfc.nasa.gov/SEhelp/deltaT.html	Read live 2026-09-15. Definition, the Morrison and Stephenson values with longitude shifts (71.6 degrees at -500), recent values 1970 to 2007.
cat-nasa-deltat2004	primary	NASA GSFC, Historical Values of Delta T (Morrison and Stephenson 2004 summary)	https://eclipse.gsfc.nasa.gov/SEhelp/deltat2004.html	Read live 2026-09-15. Summary of the 2004 paper: data, cubic splines -500 to +1950, standard errors, citation.
cat-nasa-uncertainty	primary	NASA GSFC, Uncertainty in Delta T	https://eclipse.gsfc.nasa.gov/SEhelp/uncertainty2004.html	Read live 2026-09-15. sigma = 0.8 t^2 for -1000 to +1200, Huber's formula with Q = 0.058 ms^2/yr and M = 2500 yr, tables of seconds and degrees of longitude.
cat-nasa-glossary	primary	NASA GSFC, Glossary of Solar Eclipse Terms	https://eclipse.gsfc.nasa.gov/SEhelp/SEglossary.html	Read live 2026-09-15. Definitions of gamma, greatest eclipse, magnitude, obscuration, umbra, antumbra, penumbra, central and non-central, hybrid.
cat-nasa-5mcse-page	primary	NASA GSFC, Five Millennium Canon of Solar Eclipses publication page	https://eclipse.gsfc.nasa.gov/SEpubs/5MCSE.html	Read live 2026-09-15. Download links for text and twelve map PDFs, ASCII catalog and Besselian CSV.
cat-nasa-5mkse-page	primary	NASA GSFC, Five Millennium Catalog of Solar Eclipses publication page	https://eclipse.gsfc.nasa.gov/SEpubs/5MKSE.html	Read live 2026-09-15. Download link for TP2009-214174.pdf and the ASCII catalog; restates ephemeris, n-dot and Delta T regimes.
cat-meeus-1991-aa	trade	Meeus J. (1991) Astronomical Algorithms, first edition, Willmann-Bell, Chapter 52 Eclipses	https://archive.org/details/astronomicalalgorithmsjeanmeeus1991	Read from the Internet Archive OCR text (chapter 52 in the 1991 edition, chapter 54 in the 1998 edition). Source of the |sin F| > 0.36 rule, the corrections to the time of maximum, P, Q, W, gamma, u, the thresholds 0.9972, 1.0260, 1.5433, 0.0047, 0.00464, the partial-magnitude formula and the stated accuracy of 0.36 min mean and 1.1 min maximum for 1951 to 2050. Graded trade as a recognised practitioner's own algorithm text.
cat-soniakeys-meeus-go	company	Keys S., meeus/v3/eclipse/eclipse.go, Go implementation of Astronomical Algorithms chapter 54 (MIT)	https://github.com/soniakeys/meeus/blob/master/v3/eclipse/eclipse.go	Read in full via the GitHub API. Reproduces the second-edition coefficients for F, M, M', Omega, E, the 16-term time correction, P, Q, gamma, u and the classification switch verbatim from the book; used as the source for the second-edition polynomial constants.
cat-squarewidget-meeus	unsourced	Still J., Calculate Future Solar Eclipses (C# walkthrough of Meeus chapter 54)	https://squarewidget.com/calculate-future-solar-eclipses/	Read live 2026-09-15. Blog post giving the second-edition mean new moon JDE and F expressions and the classification thresholds; used only to cross-check constants also present in the Go port.
cat-astronomy-engine	company	Cross D., Astronomy Engine, source file source/c/astronomy.c (MIT)	https://github.com/cosinekitty/astronomy	Source read in full via the GitHub API (13,061 lines). Quoted functions: CalcShadow, Astronomy_SearchGlobalSolarEclipse, GeoidIntersect, EclipseKindFromUmbra with the 0.014 km bias, PruneLatitude 1.8 degrees, constants EARTH_MEAN_RADIUS_KM 6371.0, MOON_MEAN_RADIUS_KM 1737.4, MOON_POLAR_RADIUS_KM 1736.0. README read for the accuracy claim and VSOP87 statement.
cat-swisseph-swecl	company	Astrodienst, Swiss Ephemeris source swecl.c (AGPL or commercial)	https://github.com/aloistr/swisseph/blob/master/swecl.c	Source read via the GitHub API (6,428 lines). Quoted: constants DSUN, DMOON, DEARTH, the eclipse_where central and non-central tests, the K lunation seed, the dt bracketing search, and the annular-total detection by sign change of the core diameter.
cat-swisseph-doc	company	Astrodienst, Swiss Ephemeris Programming Interface, section on swe_sol_eclipse_when_glob and swe_sol_eclipse_where	https://www.astro.com/swisseph/swephprg.htm	Read live 2026-09-15. Function signature, ifltype bits, tret[] slots, UT convention, attr[] contents; the Delta T model in use is not stated in the section read.
cat-skyfield-almanac	company	Rhodes B., Skyfield almanac documentation	https://rhodesmill.org/skyfield/almanac.html	Read live 2026-09-15. Confirms lunar_eclipses is the only eclipse function and that oppositions_conjunctions plus find_discrete locate new moons.
cat-skyfield-issue-1078	unsourced	python-skyfield issue 1078, Solar Eclipse calculation routine (May 2025)	https://github.com/skyfielders/python-skyfield/issues/1078	Read live 2026-09-15 with a partial page load. Describes the penumbra, umbra, antumbra test and claims near-perfect agreement with published sources.
