# path	kind	licence	source	note
# path is relative to content/. kind: own | third-party.
# An "own" figure names its generating script in tools/figures/ as its source.
# A third-party image names its licence and the page it came from.
# GENERATED by tools/merge_refs.py from content/**/images.tsv.
05-primer/img/bailys-beads-2017.jpg	third-party	Public domain. The file page carries {{PD-NPS}}: "This image or media file contains material based on a work of a National Park Service employee, created as part of that person's official duties. As a work of the U.S. federal government, such work is in the public domain in the United States."	https://commons.wikimedia.org/wiki/File:Baily's_beads_Total_Eclipse_2017_(36670128730).jpg	Baily's beads, 2017 August 21, from Craters of the Moon National Monument and Preserve, Idaho. Author field: "National Park Service/Jacob W. Frank". Commons file page read 2026-09-16. Downloaded as the 1280 px Commons rendering of a 7172x4781 original.
05-primer/img/totality-corona-2024.jpg	third-party	Public domain. The file page carries {{PD-USGov-NASA}}: "This file is in the public domain in the United States because it was solely created by NASA."	https://commons.wikimedia.org/wiki/File:2024_Total_Solar_Eclipse_Imagery_(SVS14572_-_Kerrville_KatTroche).jpg	Totality at Kerrville, Texas, 2024 April 8. Author field: "NASA's Scientific Visualization Studio - KBR Wyle Services, LLC/Joy Ng"; original source https://svs.gsfc.nasa.gov/14572. Commons file page read 2026-09-16. Full-size original, 2075x1170, 90 KB.
10-raw/01-foundations/img/besselian-xy.svg	own	own work	tools/figures/besselian_xy.py	Schematic view down the shadow axis showing x, y, l1, l2 and gamma on the fundamental plane.
10-raw/01-foundations/img/fundamental-plane.svg	own	own work	tools/figures/fundamental_plane.py	Schematic cross-section naming the axis, both cones, the plane and l1, l2.
10-raw/02-catalogs/img/catalogue-composition.svg	own	own work	tools/figures/catalogue_composition.py	Data figure: the type counts of the Five Millennium Catalogue, NASA/TP-2009-214174.
10-raw/02-catalogs/img/eclipse-types.svg	own	own work	tools/figures/eclipse_types.py	Schematic cross-sections of the four types, keyed to where the umbral vertex falls.
10-raw/02-catalogs/img/gamma-u-classification.svg	own	own work	tools/figures/gamma_u_classification.py	Data figure: classification regions computed from the Meeus inequalities quoted in the notes.
10-raw/03-global-circumstances/img/path-and-limits.svg	own	own work	tools/figures/path_and_limits.py	Schematic of the Earth from the Sun, with the umbra at five instants and the limits drawn as the envelope of that ellipse.
10-raw/04-local-circumstances/img/contact-configurations.svg	own	own work	tools/figures/contact_configurations.py	Schematic of C1 to C4 as disc tangencies, with the position angle P marked on C4.
10-raw/04-local-circumstances/img/magnitude-obscuration.svg	own	own work	tools/figures/magnitude_obscuration.py	Data figure. Obscuration against magnitude computed in the script from the lens-area formula quoted from the 1961 Explanatory Supplement section 9D.
10-raw/04-local-circumstances/img/observer-reduction.svg	own	own work	tools/figures/observer_reduction.py	Schematic of the reduction of one observer onto the fundamental plane: phi, zeta, xi, eta, u, v, m and the shrunken radii.
10-raw/05-lunar-limb/img/bailys-beads.svg	own	own work	tools/figures/bailys_beads.py	Schematic Herald chart: the solar limb curve h = 960''(M-1)(1-cos C) crossing an invented lunar profile, with four beads surviving in the valleys.
10-raw/05-lunar-limb/img/limb-profile.svg	own	own work	tools/figures/limb_profile.py	Schematic limb profile against the mean limb, with position angle, one peak and one valley; relief exaggerated about 57 times, not LOLA data.
10-raw/06-solar-radius/img/solar-radius-values.svg	own	own work	tools/figures/solar_radius_values.py	Data figure: the solar radius values and uncertainties quoted in solar-radius-values.md, from Auwers 1891, IAU 2015, Kubo, Adassuriya, Quaglia, Jubier, Lamy and Guhl.
10-raw/07-earth-and-time/img/delta-t-uncertainty.svg	own	own work	tools/figures/delta_t_uncertainty.py	Data figure: the standard error of Delta T against year, on a log scale, from Espenak's uncertainty table; the 265 s gore threshold is marked.
10-raw/07-earth-and-time/img/terrain-shift.svg	own	own work	tools/figures/terrain_shift.py	Schematic of the terrain correction h cot A, drawn at a 60 degree Sun, with the quoted shifts per 1000 m at 60, 45 and 30 degrees.
10-raw/11-svs-wright/img/lola-eastern-limb.jpg	third-party	Public domain. The file page carries {{PD-USGov-NASA}}: "This file is in the public domain in the United States because it was solely created by NASA."	https://commons.wikimedia.org/wiki/File:LRO_eastern_limb_lunar_topographic_map.jpg	Lunar topography over the eastern limb from 2.4 billion LOLA shots. Author field: "NASA/Goddard/MIT/Brown"; original source http://www.nasa.gov/mission_pages/LRO/news/lro-briefing-20100916.html. Commons file page read 2026-09-16. Downloaded as the 960 px Commons rendering of a 1920x1440 original.
20-reports/img/error-budget.svg	own	own work	tools/figures/error_budget.py	Data figure: the ranked budget as edge position error in metres on a log axis, every bar a row of the table in error-budget.md.
20-reports/img/pipeline-stages.svg	own	own work	tools/figures/pipeline_stages.py	Schematic flow of the nine stages, the elements and direct topocentric paths, their cross-check, and the two modes.
img/social-card-v2.jpg	third-party	CC BY-SA 3.0, shared alike. A derivative of img/totality-1999-viatour.jpg, which is CC BY-SA 3.0, so this composition is published under the same licence.	tools/make_og_image.py	The 1200x630 social preview card. The photograph is scaled to fit and centred on black rather than cropped, so the prominences around the limb survive; the site title and the "Luc Viatour / lucnix.be, CC BY-SA 3.0" credit are drawn into the image, because a social card is shown without the page around it and the licence asks for the credit beside the image.
