svs-wright-young-2024	peer-reviewed	Wright, E. and Young, C. A. 2024, A Raster-oriented Method for Creating Eclipse Maps, AJ 168, 163	https://doi.org/10.3847/1538-3881/ad6b23	The paper. Read in full from the Wayback capture of the IOP PDF dated 2024-11-19 (iopscience.iop.org/article/10.3847/1538-3881/ad6b23/pdf), extracted with pdftotext. CC BY 4.0. Sections 4 and 5 give the limb-profile construction and the limb test; Appendix A gives the SPICE calls.
svs-crossref-wright	primary	Crossref record for DOI 10.3847/1538-3881/ad6b23	https://api.crossref.org/works/10.3847/1538-3881/ad6b23	Confirms authors Wright and Young, container The Astronomical Journal, issued 2024-09-19. A Crossref author query for Ernie Wright plus eclipse returned no other eclipse paper by him.
svs-4314-2017-usa	primary	NASA SVS 4314, 2017 Total Solar Eclipse in the U.S. (2015)	https://svs.gsfc.nasa.gov/4314	Smooth-model animation with the About Accuracy constants table (k = 0.2723993, 959.634 arcsec, DE421, Delta UTC 68.184 s). Read from Wayback capture 2026-08-28.
svs-4515-2017-path	primary	NASA SVS 4515, 2017 Path of Totality (2016)	https://svs.gsfc.nasa.gov/4515	First limb- and terrain-corrected product. Constants table with WGS84, EGM96, 1737.4 km, 696,000 km (959.645 arcsec), DE421, EOP kernel, Delta T 68.917 s. Read from Wayback capture 2026-08-28.
svs-4516-2017-oblique	primary	NASA SVS 4516, 2017 Path of Totality: Oblique View (2016)	https://svs.gsfc.nasa.gov/4516	Same constants table as 4515. Read from Wayback capture 2026-08-28.
svs-4517-umbra-shapes	primary	NASA SVS 4517, Umbra Shapes (2016, updated 2024)	https://svs.gsfc.nasa.gov/4517	The explainer page: polygon edges as limb valleys, 3 km terrain shift, point-cloud limb profile from SLDEM2015 and LOLA, SRTM elevations, Watts history. Read in full from Wayback capture 2024-04-24.
svs-4518-2017-map-shapefiles	primary	NASA SVS 4518, 2017 Total Solar Eclipse Map and Shapefiles (2016)	https://svs.gsfc.nasa.gov/4518	Describes eclipse2017_shapefiles.zip and eclipse2017_shapefiles_1s.zip (6000 umbra shapes at 1 s, 100 m precision, path at 250 m). States WGS84 lat-long projection. Read from Wayback capture 2026-08-28.
svs-4552-2017-state-maps	primary	NASA SVS 4552, 2017 Eclipse State Maps (2017)	https://svs.gsfc.nasa.gov/4552	Fourteen state maps, umbra at 3 min intervals, duration contours at 30 s. Read from Wayback capture 2026-08-28.
svs-4579-flyaround-2017	primary	NASA SVS 4579, Flying Around The Eclipse Shadow (2017)	https://svs.gsfc.nasa.gov/4579	Combined flyaround; datasets list only. Read from Wayback capture 2026-05-09.
svs-12412-tracing-2017	primary	NASA SVS 12412, Tracing the 2017 Solar Eclipse (video, 2016)	https://svs.gsfc.nasa.gov/12412	Narrated video; caption file 12412_Eclipse_Path_NarratedV3.en_US.srt read from Wayback capture 2025-10-10 and quoted. YouTube copy at https://youtu.be/MJgXaqW3md8.
