loc-es1961-local	peer-reviewed	Explanatory Supplement to the Astronomical Ephemeris and the American Ephemeris and Nautical Almanac (1961), section 9D "Solar eclipses: local circumstances", pp. 241-249	https://archive.org/details/explanatorysupplement1961	Official almanac chapter. Read from the archive.org OCR text (var/downloads/es1961_djvu.txt, lines 40694-41460). Gives the observer coordinates, hourly variations, greatest phase, contact-time solution with the auxiliary angle psi, position angles Q and V, magnitude, degree of obscuration and the differential corrections for longitude, latitude, height and Delta T.
loc-es1992-ch8	peer-reviewed	Explanatory Supplement to the Astronomical Almanac (Seidelmann ed., 1992), chapter 8, section 8.36 "Local circumstances"	https://archive.org/details/131123ExplanatorySupplementAstronomicalAlmanac	Official almanac chapter. Read from the archive.org OCR text (var/downloads/es1992_djvu.txt, lines 47555-47720). Restates the 1961 method in vector form, recommends inverse interpolation on u^2+v^2-L^2, and gives the magnitude and obscuration derivations (8.3621 to 8.3623).
loc-es2013-ch11	primary	Explanatory Supplement to the Astronomical Almanac, 3rd edition (Urban and Seidelmann eds., 2013), chapter 11 "Eclipses of the Sun and Moon"	https://aa.usno.navy.mil/publications/exp_supp	Not read. Cited only through the USNO eclipse reference list, which describes chapter 11 as an update of the 1992 eclipse chapter.
loc-usno-eclipse-ref	primary	USNO Astronomical Applications Department, "Eclipse Reference List"	https://aa.usno.navy.mil/faq/eclipse_ref	Read. Lists Chauvenet vol. 1 ch. X, Green (1985) ch. 18, the 3rd edition Explanatory Supplement ch. 11 and Meeus as the references for eclipse computation.
loc-usno-sec	primary	USNO Astronomical Applications Department, "Solar Eclipse Computer" (data service description)	https://aa.usno.navy.mil/data/SolarEclipses	Read. States the direct topocentric method: iterate topocentric Sun and Moon positions to find maximum eclipse, then search backwards and forwards for the contacts, with IAU radii Sun 696000 km and Moon 1737.4 km, and altitude corrected for standard refraction.
loc-buchanan-1904	survey	Roland Buchanan, "The Mathematical Theory of Eclipses according to Chauvenet's Transformation of Bessel's Method" (1904)	https://archive.org/stream/mathematicaltheo00buchuoft/mathematicaltheo00buchuoft_djvu.txt	Read from the archive.org OCR text (var/downloads/buchanan_djvu.txt). Gives Chauvenet's formulae for the angle of position Q = N + psi, the angle from the vertex V = Q - C (equations 276-279 and 380-385) and the old "digits" magnitude. Used as the accessible statement of Chauvenet's formulation.
loc-meeus-elements-1989	survey	Jean Meeus, "Elements of Solar Eclipses 1951-2200" (Willmann-Bell, 1989)	https://www.willbell.com/	Not read. The book's local-circumstances chapter is known here only through Jubier's acknowledgement that it supplied the algorithms of his calculator, Photo Ephemeris' method statement, and Bill Gray's review. Its formulation is the Explanatory Supplement one.
loc-meeus-aa-1998	survey	Jean Meeus, "Astronomical Algorithms", 2nd edition (Willmann-Bell, 1998), chapter 54 "Eclipses"	https://www.willbell.com/	Not read for this note. Chapter 54 gives gamma, u and the magnitude of a partial eclipse at greatest eclipse from the lunar phase theory. It does not give the observer-level Besselian reduction. Photo Ephemeris cites its Table 10.A for Delta T before 2006.
loc-projectpluto-books	trade	Bill Gray, "Books about celestial mechanics and astronomical calculations" (Project Pluto)	https://www.projectpluto.com/books.htm	Read. States that the heart of "Elements of Solar Eclipses" is the use of Besselian elements, that it contained everything needed to implement eclipse and occultation computations, and that it does not discuss generating the elements.
loc-jsex-program-js	primary	Chris O'Byrne and Fred Espenak, "Javascript Solar Eclipse Explorer", program.js (NASA GSFC, 2007, GPL)	https://eclipse.gsfc.nasa.gov/JSEX/program.js	Read in full (var/downloads/jsex_program.js, 1200 lines). The reference implementation of the Explanatory Supplement local-circumstances method in code: observer constants, time-dependent and time-and-location-dependent circumstances, Newton iteration for mid eclipse and the four contacts, P, V, altitude, azimuth, magnitude, obscuration and sunrise/sunset handling.
loc-jsex-index	primary	NASA GSFC, "JavaScript Solar Eclipse Explorer" index page	https://eclipse.gsfc.nasa.gov/JSEX/JSEX-index.html	Read. States authorship (O'Byrne, McCann, Espenak), that the Besselian elements and Delta T are those of the Five Millennium Canon, and the -1499 to +3000 validity limit set by Delta T uncertainty.
loc-jsex-key	company	Fred Espenak, "Key to JavaScript Solar Eclipse Explorer" (EclipseWise)	https://www.eclipsewise.com/solar/JSEX/JSEX-key.html	Read. Defines the output columns: magnitude as fraction of diameter, obscuration as fraction of area, (r) and (s) flags for events in progress at sunrise or sunset, duration of the central phase.
loc-jsex-data-2001	primary	NASA GSFC, JSEX element file SE2001.js	https://eclipse.gsfc.nasa.gov/JSEX/SE2001.js	Read the header (var/downloads/jsex_SE2001.js). Each eclipse is 28 numbers: JD of t0, t0 in hours TDT, tmin, tmax, Delta T twice, then the x, y, d, mu, L1, L2 polynomial coefficients and tan f1, tan f2.
loc-nasa-locirc-2001	primary	Fred Espenak and Jay Anderson, NASA TP 1999-209484 "Total Solar Eclipse of 2001 June 21", section "Local Circumstances Tables"	https://umbra.nascom.nasa.gov/eclipse/20010621/text/local-circumstances.html	Read. Defines P and V as measured counter-clockwise from the north and zenith points, states that for umbral eclipses the magnitude equals the topocentric ratio of diameters, that refraction, centre of figure and limb profile are not applied, and that elevation matters only near the umbral limits with the Sun below about 10 degrees.
loc-nasa-rp1383-alg	primary	Fred Espenak and Jay Anderson, NASA RP 1383 "Total Solar Eclipse of 1998 February 26", section "Algorithms, Ephemerides and Parameters"	https://umbra.nascom.nasa.gov/eclipse/980226/text/algorithms.html	Read. States DE200/LE200, Delta T = 63.4 s, k = 0.2722810 for umbral contacts and k = 0.2725076 for penumbral contacts.
loc-nasa-rp1383-limb	primary	Fred Espenak and Jay Anderson, NASA RP 1383 "Total Solar Eclipse of 1998 February 26", section "Lunar Limb Profile"	https://eclipse.gsfc.nasa.gov/SEpubs/19980226/text/lunar-limb-profile.html	Read. Describes the contact-time correction as the time between the Sun tangent to the mean limb and tangent to the lowest valley (total) or highest peak (annular) at the contact position angle, gives the Maracaibo example C2 = -2.5 s and C3 = -1.0 s, cites Herald (1983) and says the same operation predicts Baily's beads.
loc-nasa-limb-help	primary	Fred Espenak, NASA GSFC, "The Lunar Limb Profile and Eclipse Predictions"	https://eclipse.gsfc.nasa.gov/SEhelp/limb.html	Read. Watts corrections bring predictions to better than 0.5 s, uncorrected times can be off by 2 to 3 s and more near the path limits, Kaguya and LRO data reach about 0.2 s.
loc-nasa-explain	primary	Fred Espenak, NASA GSFC, "Explanation of Solar Eclipse Predictions" (NASA eclipse bulletins reference)	https://eclipse.gsfc.nasa.gov/SEmono/reference/explain.html	Read. States DE200/LE200, centre-of-mass positions with no centre-of-figure, limb or refraction corrections, and the magnitude versus obscuration definitions.
loc-eclipsewise-radius	company	Fred Espenak, "Solar Eclipse Predictions and the Mean Lunar Radius" (EclipseWise)	https://www.eclipsewise.com/solar/SEhelp/SEradius.html	Read. Gives k = 0.2724880 (USNO 1968-1980, penumbral and annular), k = 0.272281 (umbral contacts of total eclipses), k = 0.2725076 (IAU 1982), and the 2017 Illinois example 2m40.3s versus 2m44.3s.
loc-eclipsewise-glossary	company	Fred Espenak, "Glossary of Solar Eclipse Terms" (EclipseWise)	https://www.eclipsewise.com/solar/SEhelp/SEglossary.html	Read. Definitions of eclipse magnitude, eclipse obscuration and the four contacts.
loc-eclipsewise-limb	company	Fred Espenak, "Lunar Limb Profile and Eclipse Predictions" (EclipseWise)	https://eclipsewise.com/solar/SEhelp/SElimb.html	Read. Same correction magnitudes as the NASA help page, with Kaguya and LRO named as the newer sources.
loc-5mcse-text	primary	Fred Espenak and Jean Meeus, NASA TP 2009-214174 "Five Millennium Catalog of Solar Eclipses: -1999 to +3000", introductory text	https://eclipse.gsfc.nasa.gov/SEpubs/5MCSE.html	Read from the extracted PDF text (var/downloads/TP2009-214174.txt). Gives the centre-of-figure convention (+0.50 arcsec longitude, -0.25 arcsec latitude, not applied by the authors), the k history and the statement that ephemeris truncation errors are of order 1/40 s in eclipse phase times.
loc-swecl-c	company	Swiss Ephemeris, swecl.c (functions eclipse_how, eclipse_when_loc, swe_sol_eclipse_how, swe_sol_eclipse_when_loc)	https://raw.githubusercontent.com/aloistr/swisseph/master/swecl.c	Read (var/downloads/swecl.c). Direct topocentric implementation: DSUN = 1392000 km, DMOON = 3476.3 km, angular separation from unit vectors, two-circle lens obscuration, rmoon scaled by 0.99916 for second and third contacts, bracketing search with find_zero.
loc-swephprg	company	Astrodienst, "Swiss Ephemeris Programming Interface", sections on swe_sol_eclipse_how and swe_sol_eclipse_when_loc	https://www.astro.com/swisseph/swephprg.htm	Read. Documents attr[0] fraction of diameter, attr[1] ratio of diameters, attr[2] obscuration, attr[8] NASA-style magnitude, and tret[0..6] maximum, contacts one to four, sunrise and sunset.
loc-stellarium-sec	company	Stellarium, src/core/modules/SolarEclipseComputer.cpp	https://github.com/Stellarium/stellarium/blob/master/src/core/modules/SolarEclipseComputer.cpp	Read (var/downloads/stellarium_SolarEclipseComputer.cpp). Computes Besselian elements on the fly from the geocentric apparent Sun and Moon with k = 0.2725076, s = 0.272281, Sun/Earth radius ratio 109.12278, and derivatives by +/-5 minute finite differences. Cites the 1961 Explanatory Supplement.
