sw-nasa-jsex-index	primary	JavaScript Solar Eclipse Explorer (NASA GSFC)	https://eclipse.gsfc.nasa.gov/JSEX/JSEX-index.html	Read live 2026-09-15. States authorship (O'Byrne, McCann, Espenak), coverage -1499 to 3000, and that elements and ΔT match the Five Millennium Canon.
sw-nasa-jsex-program-js	primary	JSEX program.js (JavaScript source of the Solar Eclipse Explorer)	https://eclipse.gsfc.nasa.gov/JSEX/program.js	Source read in full (36.8 KB, downloaded 2026-09-15). GPL v2+. Contains the local-circumstance algorithm, the observer geocentric constants and the crude refraction handling.
sw-nasa-bessel-2024	primary	Besselian Elements for 2024 Apr 08 Total Solar Eclipse (Espenak, NASA GSFC)	https://eclipse.gsfc.nasa.gov/SEbeselm/SEbeselm2001/SE2024Apr08Tbeselm.html	Read live. Gives the polynomial elements, k1 = 0.272488, k2 = 0.272281, ΔT = 70.6 s, ephemeris VSOP87/ELP2000-85, least-squares fit over six hours.
sw-nasa-5mcse-catalog	primary	Five Millennium Catalog of Solar Eclipses: -1999 to +3000 (NASA GSFC)	https://eclipse.gsfc.nasa.gov/SEcat5/SEcatalog.html	Read live. States VSOP87 and ELP-2000/82, the ΔT approach by era, n-dot = -25.858 arcsec/cy^2, and links to the CSV of Besselian elements.
sw-nasa-5mcse-key	primary	Key to Catalog of Solar Eclipses (NASA GSFC)	https://eclipse.gsfc.nasa.gov/SEcat5/SEcatkey.html	Read live. Column definitions (gamma, magnitude, QLE, path width, central duration) and the ephemeris statement.
sw-nasa-bessel-csv	primary	Catalog of Solar Eclipse Besselian elements in CSV format (NASA GSFC)	https://eclipse.gsfc.nasa.gov/eclipse_besselian_from_mysqldump2.csv	Downloaded 2026-09-15: 5.95 MB, 11,898 data rows, 55 columns including x0..x3, y0..y3, d0..d2, mu0..mu2, l10..l12, l20..l22, tan_f1, tan_f2, t0, dt.
sw-nasa-deltatpoly	primary	Polynomial Expressions for Delta T (Five Millennium Canon)	https://eclipse.gsfc.nasa.gov/SEcat5/deltatpoly.html	Read live. Piecewise polynomials by year range and the secular-acceleration correction c = -0.000012932 (y - 1955)^2.
sw-nasa-path-2024	primary	Path of Total Solar Eclipse of 2024 Apr 08 (NASA GSFC)	https://eclipse.gsfc.nasa.gov/SEpath/SEpath2001/SE2024Apr08Tpath.html	Read live. Northern limit, southern limit and central line at 120-second intervals in WGS 84, with diameter ratio, Sun altitude and azimuth, path width and duration.
sw-eclipsewise-radius	company	EclipseWise: Solar Eclipse Predictions and the Mean Lunar Radius (Espenak)	https://eclipsewise.com/solar/SEhelp/SEradius.html	Read from a Wayback Machine snapshot (2025) because the live site returned 403. States the k convention used on EclipseWise and the 2017 duration comparison table.
sw-eclipsewise-2024	company	EclipseWise: Total Solar Eclipse of 2024 April 08	https://eclipsewise.com/solar/SEnews/TSE2024/TSE2024.html	Fetched live 2026-09-15 with curl. Lists the Eclipse Bulletin extras (libration values, shadow contact data, central line data, polynomial Besselian elements, limb profile).
sw-svs-5073	primary	NASA SVS 5073: The 2023 and 2024 Solar Eclipses: Map and Data	https://svs.gsfc.nasa.gov/5073	Read from a Wayback Machine snapshot (2025) because svs.gsfc.nasa.gov refused connections. Lists the shapefile and KML contents and the data sources (SRTM, LRO, DE421).
sw-svs-5123	primary	NASA SVS 5123: 2024 Total Solar Eclipse map	https://svs.gsfc.nasa.gov/5123	Read from a Wayback Machine snapshot (2025). Same data sources as 5073; links 2024eclipse_shapefiles.zip.
sw-svs-4518	primary	NASA SVS 4518: 2017 Total Solar Eclipse shapefiles and map	https://svs.gsfc.nasa.gov/4518	Read from a Wayback Machine snapshot (2025). States lunar topography from LRO laser altimetry and Kaguya stereo imaging, DE421, SRTM, and that the limb profile and eclipse calculations are by the visualizer.
sw-nasa-eclipse-explorer-app	primary	NASA Eclipse Explorer (web application)	https://eclipse-explorer.smce.nasa.gov/	Only the HTML shell (529 bytes) was retrievable; the application is script-rendered. Inventoried by name and URL only.
sw-jubier-2024-map	company	Jubier: 2024 April 8 Total Solar Eclipse Interactive Google Map	http://xjubier.free.fr/en/site_pages/solar_eclipses/TSE_2024_GoogleMapFull.html	Fetched with curl 2026-09-15 (WebFetch refused). The page embeds its own Besselian element array with ΔT = 69.1 s and lists the JavaScript files it loads.
sw-jubier-calc-js	company	Jubier: EclipseCalculatorGM3_xSE.js (Solar Eclipse Calculator for Google Maps v3)	http://xjubier.free.fr/javascript/EclipseCalculatorGM3_xSE.js	Source read (198 KB, downloaded 2026-09-15). Change log 2007 to 2016, constants, k1/k2 ratio, Watts and Kaguya limb correction hooks, refraction and elevation handling.
sw-jubier-gm-index	company	Jubier: Solar Eclipses Interactive Google Maps index	http://xjubier.free.fr/en/site_pages/SolarEclipsesGoogleMaps.html	Fetched with curl. Describes the map features (elevation profile, limb profile and Baily's beads screenshots).
sw-jubier-5mcse	company	Jubier: Five Millennium Canon of Solar Eclipses interface	http://xjubier.free.fr/en/site_pages/solar_eclipses/5MCSE/xSE_Five_Millennium_Canon.html	Fetched with curl. States that all data is provided by Espenak and Meeus and that KMZ and maps are generated on the fly for 11,898 eclipses.
sw-jubier-sem	company	Jubier: Solar Eclipse Maestro for MacOS X	http://xjubier.free.fr/en/site_pages/solar_eclipses/Solar_Eclipse_Maestro_Photography_Software.html	Fetched with curl. Version 1.9.0v1 (2019-06-09), donationware, Baily's beads preview, camera control, macOS up to Mojave only.
sw-occult4	company	Occult v4 (David Herald) home page	http://www.lunar-occultations.com/iota/occult4.htm	Fetched with curl 2026-09-15. Feature list, C#/.NET 4.5, 42 data files, installer sizes. Eclipse-specific help is inside the Windows help file and was not read.
sw-iota-occult	company	IOTA: Occult software page	https://occultations.org/observing/software/occult/	Read live. Tutorial PDFs listed; no eclipse method statement.
sw-timeanddate-accuracy	company	timeanddate.com: Accuracy of Eclipse Times (Bikos)	https://www.timeanddate.com/eclipse/accuracy.html	Read from a Wayback Machine snapshot (2025) because the live site returned 403. States sea-level assumption, no limb profile, ΔT and solar radius caveats.
sw-gae-home	company	GreatAmericanEclipse.com home page (Zeiler)	https://www.greatamericaneclipse.com/	Read live. Credits Espenak for predictions and Jubier for computations, LRO terrain data, ArcGIS Pro.
sw-gae-2024	company	GreatAmericanEclipse.com: April 8, 2024	https://www.greatamericaneclipse.com/april-8-2024	Read live. Only ArcGIS attribution; no computational sources stated.
sw-gae-faq	company	GreatAmericanEclipse.com FAQ	https://www.greatamericaneclipse.com/faq	Read live. No computational source statements.
sw-solareclipses-2024	company	solareclipses.com 2024 eclipse site (successor to eclipse2024.org, McGlaun / 5th Contact LLC)	https://solareclipses.com/2024eclipse/	Read live after a 301 from eclipse2024.org. Lists simulator pages; no methodology.
sw-solareclipses-sim	company	solareclipses.com: Eclipse Simulator	https://solareclipses.com/2024eclipse/eclipse-simulator/	Read live. Marketing text only; no statement of method.
sw-eo-index	company	Moonglow Technologies: Eclipse Orchestrator	https://www.moonglowtech.com/products/EclipseOrchestrator/index.shtml	Read from a Wayback Machine snapshot (2025); live site unreachable. Version 3.9.3 (2024-03-28), Windows, Free and Pro ($109), advice to use 959.98 arcsec solar radius with refraction and limb correction on.
sw-eo-features	company	Eclipse Orchestrator: Features	https://www.moonglowtech.com/products/EclipseOrchestrator/Features.shtml	Read from a Wayback Machine snapshot (2025). Baily's beads simulation, refraction, limb effects and ΔT correction, GPS PPS timing.
sw-set-home	company	Solar Eclipse Timer (Telepun)	https://www.solareclipsetimer.com/	Read live. No technical statement about the computation; only automatic geolocation and automatic contact times.
sw-eclipsedroid	company	EclipseDroid (Wolfgang Strickling)	http://www.strickling.net/eclipsedroid.htm	Read live. States that the eclipse algorithms came from Deirdre O'Byrne's JavaScript Eclipse Calculator and that a 3000 BC to 3000 AD database is downloadable.
sw-totality-app	company	Totality by Big Kid Science	https://www.bigkidscience.com/eclipse/	Read live. Credits eclipse code and maps to Xavier Jubier; free; iOS and Android; all total eclipses through 2050.
sw-usno-sec	primary	USNO Solar Eclipse Computer	https://aa.usno.navy.mil/data/SolarEclipses	Read live. Topocentric iteration, IAU radius values, no limb profile or centre-of-figure correction, JSON API, coverage 2017 to 2026.
sw-stellarium-sec-cpp	company	Stellarium src/core/SolarEclipseComputer.cpp	https://github.com/Stellarium/stellarium/blob/master/src/core/SolarEclipseComputer.cpp	Read from a sparse clone at commit 69888f4 (2026-09-14). 2,183 lines. Besselian elements, k and s constants, Explanatory Supplement references, KML and PNG map export.
sw-stellarium-sec-hpp	company	Stellarium src/core/SolarEclipseComputer.hpp	https://github.com/Stellarium/stellarium/blob/master/src/core/SolarEclipseComputer.hpp	Read from the same clone. Documents the EclipseBesselElements and EclipseMapData structures.
sw-stellarium-astrocalc	company	Stellarium src/gui/AstroCalcDialog.cpp	https://github.com/Stellarium/stellarium/blob/master/src/gui/AstroCalcDialog.cpp	Read from the same clone. Eclipse tables, local circumstances export, ΔT warning text.
sw-stellarium-stelcore	company	Stellarium src/core/StelCore.cpp (ΔT algorithms)	https://github.com/Stellarium/stellarium/blob/master/src/core/StelCore.cpp	Read from the same clone. Default ΔT is EspenakMeeusModified; describes the Espenak and Meeus polynomial and its use in the Canons.
sw-stellarium-v1	company	Stellarium release v1.0 notes	https://github.com/Stellarium/stellarium/releases/tag/v1.0	Read live. KML map of solar eclipses and global contact times added to AstroCalc.
sw-stellarium-v242	company	Stellarium release v24.2 notes	https://github.com/Stellarium/stellarium/releases/tag/v24.2	Read live. Solar eclipse computations moved out of Planet.cpp and AstroCalcDialog into core; raster map export added.
sw-stellarium-v022	company	Stellarium release v0.22.2 notes	https://github.com/Stellarium/stellarium/releases/tag/v0.22.2	Read live. Mentions improvements to AstroCalc eclipses and transits.
sw-swisseph-swecl	company	Swiss Ephemeris swecl.c (eclipse routines)	https://github.com/aloistr/swisseph/blob/master/swecl.c	Read from a depth-1 clone at commit 9083a12 (2026-09-14), SE_VERSION 2.10.03. Functions eclipse_where, eclipse_how, eclipse_when_loc and their constants and comments.
sw-swisseph-sweph-h	company	Swiss Ephemeris sweph.h (constants)	https://github.com/aloistr/swisseph/blob/master/sweph.h	Read from the same clone. SUN_RADIUS 959.63 arcsec, EARTH_RADIUS 6378136.6 m, EARTH_OBLATENESS 1/298.25642, eclipse altitude limits.
sw-swisseph-progdoc	company	Swiss Ephemeris Programmer's Documentation	https://www.astro.com/swisseph/swephprg.htm	Read live. Return flags and output arrays of the swe_sol_eclipse_* functions; note that the umbral and penumbral limits are not implemented.
sw-swisseph-gendoc	company	Swiss Ephemeris General Documentation	https://www.astro.com/swisseph/swisseph.htm	Read live. Licensing (AGPL or professional licence), DE431 basis and time range, ΔT model since 2.06 based on Stephenson, Morrison and Hohenkerk 2016.
sw-libnova-solar	company	libnova: Solar functions (API documentation)	https://libnova.sourceforge.net/group__solar.html	Read live. Function list contains coordinates, rise/set and semidiameter only.
sw-novas-info	primary	USNO: NOVAS information	https://aa.usno.navy.mil/software/novas_info	Read live. NOVAS 3.1 scope is positional astronomy; no eclipse routines are described.
sw-sofa-home	primary	IAU SOFA home page	https://www.iausofa.org/	Read live. Scope statement (standard models of fundamental astronomy); release 2023-10-11; no eclipse routine mentioned.
sw-pyephem-quick	company	PyEphem Quick Reference	https://rhodesmill.org/pyephem/quick.html	Read live. separation(), size and radius attributes; no eclipse functions.
sw-skyfield-almanac	company	Skyfield: Almanac documentation	https://rhodesmill.org/skyfield/almanac.html	Read live. Lunar eclipses only; Explanatory Supplement method; comparison against the lunar Canon.
sw-skyfield-eclipselib	company	Skyfield skyfield/eclipselib.py	https://github.com/skyfielders/python-skyfield/blob/master/skyfield/eclipselib.py	Read live (raw). Constants for the lunar routine; no solar routine.
sw-skyfield-issue-445	unsourced	Skyfield issue #445 Eclipse Functionality	https://github.com/skyfielders/python-skyfield/issues/445	Read live. Feature request from 2020, open.
sw-skyfield-issue-1078	unsourced	Skyfield issue #1078 Solar Eclipse calculation routine	https://github.com/skyfielders/python-skyfield/issues/1078	Read live. Proposal from 2025 with validation claim against NASA; no maintainer reply visible.
sw-skyfield-pr-1076	unsourced	Skyfield pull request #1076 Add routine and test for the solar eclipse calculation	https://github.com/skyfielders/python-skyfield/pull/1076	Read live. Geometric minimum-angle search; open at time of reading.
sw-astropy-issues	unsourced	astropy issues search for solar eclipse	https://github.com/astropy/astropy/issues?q=solar+eclipse	Read live. Two unrelated issues; no eclipse prediction feature.
sw-sunpy-eclipse-amount	company	sunpy.coordinates.sun.eclipse_amount API documentation	https://docs.sunpy.org/en/stable/generated/api/sunpy.coordinates.sun.eclipse_amount.html	Read live. moon_radius options IAU 0.2725076 and minimum 0.272281; constant-radius caveat; recommends a JPL ephemeris.
sw-sunpy-gallery-eclipse	company	sunpy gallery: Obtaining solar-eclipse information	https://docs.sunpy.org/en/stable/generated/gallery/showcase/eclipse_amount.html	Read live. Uses de440s and ITRS observer positions.
sw-spice-gfoclt	primary	NAIF CSPICE gfoclt_c documentation	https://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/gfoclt_c.html	Read live. Occultation types, shape models including DSK, Example 1 is Sun occulted by Moon seen from Earth centre.
sw-spice-gfsep	primary	NAIF CSPICE gfsep_c documentation	https://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/gfsep_c.html	Read live. Angular separation search; ELLIPSOID shape not implemented; restrictions on zero-separation searches.
sw-spice-lessons	primary	NAIF SPICE lessons index	https://naif.jpl.nasa.gov/naif/lessons.html	Read live. Geometric Event Finding lesson uses Mars Express, not a solar eclipse.
sw-horizons-manual	primary	JPL Horizons System Manual	https://ssd.jpl.nasa.gov/horizons/manual.html	Read live. Observer table quantities, DE440/DE441, satellite eclipse circumstances; no solar eclipse product.
sw-astronomy-engine-repo	company	Astronomy Engine (cosinekitty/astronomy) README	https://github.com/cosinekitty/astronomy	Read live. MIT, C, C#, JS, Python, Kotlin; 1 arcminute accuracy claim against NOVAS; predicts lunar and solar eclipses.
sw-astronomy-engine-c	company	Astronomy Engine source/c/astronomy.c	https://github.com/cosinekitty/astronomy/blob/master/source/c/astronomy.c	Raw source downloaded 2026-09-15 (122 KB) and grepped. CalcShadow, GeoidIntersect, LocalEclipse, Obscuration, EclipseKindFromUmbra.
sw-astronomy-engine-h	company	Astronomy Engine source/c/astronomy.h	https://github.com/cosinekitty/astronomy/blob/master/source/c/astronomy.h	Raw header downloaded. SUN_RADIUS_KM 695700, EARTH_EQUATORIAL_RADIUS_KM 6378.1366, EARTH_FLATTENING 0.996647180302104, struct field documentation.
sw-astronomia-eclipse	company	astronomia src/eclipse.js (commenthol)	https://github.com/commenthol/astronomia/blob/master/src/eclipse.js	Read live. Meeus chapter 54 global circumstances only.
sw-meeus-go-eclipse	company	soniakeys/meeus eclipse package (Go)	https://pkg.go.dev/github.com/soniakeys/meeus/v3/eclipse	Read live. Solar(year) and Lunar(year) return type, central flag, jmax, gamma, magnitude.
sw-pymeeus-docs	company	PyMeeus documentation index	https://pymeeus.readthedocs.io/en/latest/	Read live (index only). No eclipse module visible in the module list.
sw-astro-go	company	Starainrt/astro (Go astronomy library) README	https://github.com/Starainrt/astro	Read live. VSOP87 and ELP2000/82 built in, Meeus-based, central path and footprints, Apache-2.0, 157 stars.
sw-astronomy-bundle-php	company	andrmoel/astronomy-bundle README	https://github.com/andrmoel/astronomy-bundle	Read live. PHP library with local circumstances C1 to C4 from VSOP87 and Meeus; MIT.
sw-celestialprogramming-home	trade	Celestial Programming (Greg Miller) home page	https://celestialprogramming.com/	Read live. Lists the eclipse map, Besselian polynomial generator and prediction articles.
sw-celestialprogramming-bessel	trade	Celestial Programming: Computing Besselian Element Polynomial Coefficients	https://celestialprogramming.com/eclipsesGeneratingBesselianElements/generatingBesselianPolynomials.html	Read live. DE405 extract, formulas for x, y, z, mu, k = 0.2725076, solar radius 6.957e8 m, five-point cubic fit, agreement with Espenak to about seven decimals.
sw-celestialprogramming-pred	trade	Celestial Programming: Solar Eclipse Predictions Using Besselian Elements	https://celestialprogramming.com/articles/eclipsePredictions/predictions.html	Read live. Work in progress; cites Explanatory Supplement, Meeus, Chauvenet, Green, Smart; code in the Eclipse Map.
sw-gmiller-5mcse-repo	company	gmiller123456/FiveMillenniumCanonOfSolarEclipses-Besselian-Elements	https://github.com/gmiller123456/FiveMillenniumCanonOfSolarEclipses-Besselian-Elements	Read live. Repackaging of the NASA Besselian elements as CSV, JS and JSON; 3 stars; last push 2023-03-10.
sw-repo-eclipse-explorer-mirror	company	ebradyjobory/eclipse-explorer (mirror of NASA JSEX and JLEX)	https://github.com/ebradyjobory/eclipse-explorer	Read live. One commit (2010), GPL-2.0, 16 stars.
sw-repo-johnarban	company	johnarban/eclipse_explorer (TypeScript port of NASA JSEX)	https://github.com/johnarban/eclipse_explorer	Read live. GPL-3.0, 12 commits, SE2001 and SE2024 element files, last push 2026-07-15.
sw-repo-eclipsetracks	company	Frencil/eclipsetracks (EclipseTracks.org)	https://github.com/Frencil/eclipsetracks	Read live. Scrapes NASA path tables into CZML for Cesium; does not compute the umbra; Apache-2.0; 31 stars.
sw-repo-eclipse-engine	company	RHerAle/Eclipse-Engine (eclipseradar.com engine)	https://github.com/RHerAle/Eclipse-Engine	Read live. Besselian geometry, elements fitted to DE440s, terrain skyline from DEM and OSM, AGPL-3.0, last push 2026-09-14.
